V1,V2,P1,P2,timestamp
255,1749,0,0,2025-09-07 00:29:36
470,1725,0,0,2025-09-07 00:29:36
674,1700,0,0,2025-09-07 00:29:36
815,1679,0,0,2025-09-07 00:29:36
1077,1664,0,0,2025-09-07 00:29:36
1270,1663,0,0,2025-09-07 00:29:36
1423,1644,0,0,2025-09-07 00:29:36
1622,1656,0,0,2025-09-07 00:29:36
1763,1652,0,0,2025-09-07 00:29:36
1907,1663,0,0,2025-09-07 00:29:36
2072,1657,0,0,2025-09-07 00:29:36
2189,1683,0,0,2025-09-07 00:29:36
2319,1677,0,0,2025-09-07 00:29:36
2416,1679,0,0,2025-09-07 00:29:36
2515,1694,0,0,2025-09-07 00:29:36
2598,1715,0,0,2025-09-07 00:29:36
2662,1727,0,0,2025-09-07 00:29:36
2719,1733,0,0,2025-09-07 00:29:36
2754,1752,0,0,2025-09-07 00:29:36
2783,1770,0,0,2025-09-07 00:29:36
2845,1803,0,0,2025-09-07 00:29:36
2832,1796,0,0,2025-09-07 00:29:36
2859,1826,0,0,2025-09-07 00:29:36
2868,1853,0,0,2025-09-07 00:29:36
2902,1889,0,0,2025-09-07 00:29:36
2880,1887,0,0,2025-09-07 00:29:36
2869,1921,0,0,2025-09-07 00:29:36
2851,1940,0,0,2025-09-07 00:29:36
2835,1950,0,0,2025-09-07 00:29:36
2826,1984,0,0,2025-09-07 00:29:36
2774,1981,0,0,2025-09-07 00:29:36
2780,2001,0,0,2025-09-07 00:29:36
2734,2014,0,0,2025-09-07 00:29:36
2716,2022,0,0,2025-09-07 00:29:36
2653,2051,0,0,2025-09-07 00:29:36
2687,2073,0,0,2025-09-07 00:29:36
2597,2080,0,0,2025-09-07 00:29:36
2575,2105,0,0,2025-09-07 00:29:36
2569,2102,0,0,2025-09-07 00:29:36
2556,2131,0,0,2025-09-07 00:29:36
2490,2149,0,0,2025-09-07 00:29:36
2477,2169,0,0,2025-09-07 00:29:36
2434,2178,0,0,2025-09-07 00:29:36
2435,2179,0,0,2025-09-07 00:29:36
2428,2194,0,0,2025-09-07 00:29:36
2369,2176,0,0,2025-09-07 00:29:36
2332,2220,0,0,2025-09-07 00:29:36
2360,2190,0,0,2025-09-07 00:29:36
2342,2202,0,0,2025-09-07 00:29:36
2350,2238,0,0,2025-09-07 00:29:36
2304,2245,0,0,2025-09-07 00:29:36
2335,2244,0,0,2025-09-07 00:29:36
2311,2238,0,0,2025-09-07 00:29:36
2303,2238,0,0,2025-09-07 00:29:36
2284,2280,0,0,2025-09-07 00:29:36
2283,2283,0,0,2025-09-07 00:29:36
2259,2286,0,0,2025-09-07 00:29:36
2253,2282,0,0,2025-09-07 00:29:36
2247,2301,0,0,2025-09-07 00:29:36
2228,2308,0,0,2025-09-07 00:29:36
2245,2292,0,0,2025-09-07 00:29:36
2203,2329,0,0,2025-09-07 00:29:36
2188,2310,0,0,2025-09-07 00:29:36
2193,2321,0,0,2025-09-07 00:29:36
2175,2352,0,0,2025-09-07 00:29:36
2156,2298,0,0,2025-09-07 00:29:36
2142,2324,0,0,2025-09-07 00:29:36
2147,2320,0,0,2025-09-07 00:29:36
2162,2320,0,0,2025-09-07 00:29:36
2163,2334,0,0,2025-09-07 00:29:36
2149,2339,0,0,2025-09-07 00:29:36
2177,2342,0,0,2025-09-07 00:29:36
2154,2331,0,0,2025-09-07 00:29:36
2151,2337,0,0,2025-09-07 00:29:36
2152,2348,0,0,2025-09-07 00:29:36
2157,2347,0,0,2025-09-07 00:29:36
2159,2307,0,0,2025-09-07 00:29:36
2163,2326,0,0,2025-09-07 00:29:36
2166,2325,0,0,2025-09-07 00:29:36
2150,2337,0,0,2025-09-07 00:29:36
2171,2329,0,0,2025-09-07 00:29:36
2157,2326,0,0,2025-09-07 00:29:36
2166,2340,0,0,2025-09-07 00:29:36
2179,2333,0,0,2025-09-07 00:29:36
2154,2322,0,0,2025-09-07 00:29:36
2156,2304,810,0,2025-09-07 00:29:36
2173,2298,1307,0,2025-09-07 00:29:36
2157,2291,1312,0,2025-09-07 00:29:36
2179,2281,1413,0,2025-09-07 00:29:36
2177,2282,1561,0,2025-09-07 00:29:36
2184,2262,1782,0,2025-09-07 00:29:36
2168,2260,1775,0,2025-09-07 00:29:36
2177,2265,1847,0,2025-09-07 00:29:36
2182,2229,1715,0,2025-09-07 00:29:36
2173,2214,1567,0,2025-09-07 00:29:36
2166,2209,1483,0,2025-09-07 00:29:36
2189,2224,1300,0,2025-09-07 00:29:36
2120,2146,0,0,2025-09-07 00:29:37
2113,2151,0,0,2025-09-07 00:29:37
2126,2156,0,0,2025-09-07 00:29:37
2130,2150,0,0,2025-09-07 00:29:37
2123,2153,0,0,2025-09-07 00:29:37
2100,2147,0,0,2025-09-07 00:29:37
2104,2150,0,0,2025-09-07 00:29:37
2116,2153,0,0,2025-09-07 00:29:37
2119,2139,0,0,2025-09-07 00:29:37
2124,2180,0,0,2025-09-07 00:29:37
2120,2158,0,0,2025-09-07 00:29:37
2118,2152,0,0,2025-09-07 00:29:37
2123,2148,0,0,2025-09-07 00:29:37
2127,2148,0,0,2025-09-07 00:29:37
2092,2146,0,0,2025-09-07 00:29:37
2106,2142,0,0,2025-09-07 00:29:37
2087,2141,0,0,2025-09-07 00:29:37
2103,2151,0,0,2025-09-07 00:29:37
2095,2154,0,0,2025-09-07 00:29:37
2115,2169,0,0,2025-09-07 00:29:37
2082,2154,0,0,2025-09-07 00:29:37
2090,2159,0,0,2025-09-07 00:29:37
2086,2154,0,0,2025-09-07 00:29:37
2096,2158,0,0,2025-09-07 00:29:37
2089,2155,0,0,2025-09-07 00:29:37
2092,2151,0,0,2025-09-07 00:29:37
2080,2150,0,0,2025-09-07 00:29:37
2076,2136,0,0,2025-09-07 00:29:37
2097,2149,0,0,2025-09-07 00:29:37
2086,2151,0,0,2025-09-07 00:29:37
2070,2155,0,0,2025-09-07 00:29:37
2051,2155,0,0,2025-09-07 00:29:37
2063,2154,0,0,2025-09-07 00:29:37
2051,2167,0,0,2025-09-07 00:29:37
2069,2151,0,0,2025-09-07 00:29:37
2067,2153,0,0,2025-09-07 00:29:37
2072,2172,0,0,2025-09-07 00:29:37
2059,2155,0,0,2025-09-07 00:29:37
2089,2158,0,0,2025-09-07 00:29:37
2065,2144,0,0,2025-09-07 00:29:37
2077,2161,0,0,2025-09-07 00:29:37
2072,2174,0,0,2025-09-07 00:29:37
2051,2165,0,0,2025-09-07 00:29:37
2032,2175,0,0,2025-09-07 00:29:37
2055,2173,17,0,2025-09-07 00:29:37
2094,2166,66,0,2025-09-07 00:29:37
2053,2145,0,0,2025-09-07 00:29:37
2051,2190,0,0,2025-09-07 00:29:37
2066,2157,0,0,2025-09-07 00:29:37
2033,2142,0,0,2025-09-07 00:29:37
2046,2151,62,0,2025-09-07 00:29:37
2062,2145,92,0,2025-09-07 00:29:37
2068,2160,0,0,2025-09-07 00:29:37
2044,2154,0,0,2025-09-07 00:29:37
2070,2157,0,0,2025-09-07 00:29:37
2046,2151,0,0,2025-09-07 00:29:37
2068,2154,26,0,2025-09-07 00:29:37
2047,2148,57,0,2025-09-07 00:29:37
2027,2144,0,0,2025-09-07 00:29:37
2055,2155,0,0,2025-09-07 00:29:37
2077,2115,0,0,2025-09-07 00:29:37
2039,2123,0,0,2025-09-07 00:29:37
2083,2123,26,0,2025-09-07 00:29:37
2072,2122,196,0,2025-09-07 00:29:37
2045,2120,100,0,2025-09-07 00:29:37
2054,2111,0,0,2025-09-07 00:29:37
2033,2111,0,0,2025-09-07 00:29:37
2028,2127,0,0,2025-09-07 00:29:37
2031,2121,36,0,2025-09-07 00:29:37
2029,2098,127,0,2025-09-07 00:29:37
2041,2120,59,0,2025-09-07 00:29:37
2015,2116,0,0,2025-09-07 00:29:37
2066,2102,0,0,2025-09-07 00:29:37
2049,2091,0,0,2025-09-07 00:29:37
2032,2101,207,0,2025-09-07 00:29:37
2027,2091,265,0,2025-09-07 00:29:37
2058,2083,260,0,2025-09-07 00:29:37
2033,2068,58,0,2025-09-07 00:29:37
2070,2076,20,0,2025-09-07 00:29:37
2028,2090,0,0,2025-09-07 00:29:37
2029,2092,127,0,2025-09-07 00:29:37
2039,2083,203,0,2025-09-07 00:29:37
2024,2081,67,0,2025-09-07 00:29:37
2041,2072,0,0,2025-09-07 00:29:37
2059,2074,0,0,2025-09-07 00:29:37
2013,2082,0,0,2025-09-07 00:29:37
2030,2066,32,0,2025-09-07 00:29:37
2018,2068,114,0,2025-09-07 00:29:37
2007,2061,27,0,2025-09-07 00:29:37
2062,2056,0,0,2025-09-07 00:29:37
2048,2058,0,0,2025-09-07 00:29:37
2075,2055,0,0,2025-09-07 00:29:37
2055,2062,7,0,2025-09-07 00:29:37
2020,2051,69,0,2025-09-07 00:29:37
2021,2044,0,0,2025-09-07 00:29:37
2021,2054,0,0,2025-09-07 00:29:37
2059,2042,0,0,2025-09-07 00:29:37
1998,2062,0,0,2025-09-07 00:29:37
2044,2037,0,0,2025-09-07 00:29:37
2044,2035,0,0,2025-09-07 00:29:37
2048,1968,0,0,2025-09-07 00:29:38
2027,1943,0,0,2025-09-07 00:29:38
2053,1922,0,0,2025-09-07 00:29:38
2041,1901,0,0,2025-09-07 00:29:38
2024,1886,7,0,2025-09-07 00:29:38
2016,1855,75,0,2025-09-07 00:29:38
2013,1824,0,0,2025-09-07 00:29:38
1999,1798,0,0,2025-09-07 00:29:38
2015,1766,0,0,2025-09-07 00:29:38
2036,1727,0,0,2025-09-07 00:29:38
2008,1691,0,0,2025-09-07 00:29:38
2058,1654,0,0,2025-09-07 00:29:38
2014,1613,27,0,2025-09-07 00:29:38
2037,1580,0,0,2025-09-07 00:29:38
2041,1565,0,0,2025-09-07 00:29:38
2027,1556,0,0,2025-09-07 00:29:38
2030,1523,0,0,2025-09-07 00:29:38
2032,1512,62,0,2025-09-07 00:29:38
2015,1507,0,0,2025-09-07 00:29:38
2059,1500,0,0,2025-09-07 00:29:38
2011,1477,0,0,2025-09-07 00:29:38
2051,1479,0,0,2025-09-07 00:29:38
2031,1489,237,0,2025-09-07 00:29:38
2058,1473,2093,0,2025-09-07 00:29:38
2022,1464,2261,0,2025-09-07 00:29:38
2013,1461,2186,0,2025-09-07 00:29:38
2032,1502,2136,0,2025-09-07 00:29:38
2055,1480,2076,0,2025-09-07 00:29:38
2012,1503,2070,0,2025-09-07 00:29:38
2051,1529,2206,0,2025-09-07 00:29:38
2038,1529,2197,0,2025-09-07 00:29:38
2021,1547,2131,0,2025-09-07 00:29:38
2022,1563,2030,0,2025-09-07 00:29:38
2048,1562,1939,0,2025-09-07 00:29:38
2012,1601,2010,0,2025-09-07 00:29:38
2029,1615,2095,0,2025-09-07 00:29:38
2024,1618,2141,0,2025-09-07 00:29:38
2036,1661,2108,0,2025-09-07 00:29:38
2050,1665,2015,0,2025-09-07 00:29:38
2054,1686,1959,0,2025-09-07 00:29:38
2034,1738,1983,0,2025-09-07 00:29:38
2003,1743,2149,0,2025-09-07 00:29:38
2000,1790,2238,0,2025-09-07 00:29:38
2036,1793,2151,0,2025-09-07 00:29:38
2001,1807,2049,0,2025-09-07 00:29:38
2020,1832,1962,0,2025-09-07 00:29:38
2022,1873,2031,0,2025-09-07 00:29:38
2025,1884,2124,0,2025-09-07 00:29:38
2010,1911,2232,0,2025-09-07 00:29:38
2030,1930,2169,0,2025-09-07 00:29:38
2002,1955,0,0,2025-09-07 00:29:38
1996,1977,0,0,2025-09-07 00:29:38
2043,1991,0,0,2025-09-07 00:29:38
2009,2003,0,0,2025-09-07 00:29:38
2021,2048,0,0,2025-09-07 00:29:38
2026,2054,0,0,2025-09-07 00:29:38
2047,2064,0,0,2025-09-07 00:29:38
2014,2093,0,0,2025-09-07 00:29:38
2042,2117,0,0,2025-09-07 00:29:38
2015,2132,0,0,2025-09-07 00:29:38
2020,2150,0,0,2025-09-07 00:29:38
2030,2161,0,0,2025-09-07 00:29:38
2028,2189,0,0,2025-09-07 00:29:38
2016,2200,0,0,2025-09-07 00:29:38
2024,2217,0,0,2025-09-07 00:29:38
2018,2226,0,0,2025-09-07 00:29:38
2027,2255,0,0,2025-09-07 00:29:38
2032,2272,0,0,2025-09-07 00:29:38
2031,2290,0,0,2025-09-07 00:29:38
2041,2292,0,0,2025-09-07 00:29:38
1996,2287,0,0,2025-09-07 00:29:38
2028,2328,0,0,2025-09-07 00:29:38
2022,2326,0,0,2025-09-07 00:29:38
2024,2341,0,0,2025-09-07 00:29:38
2037,2314,0,0,2025-09-07 00:29:38
2028,2183,0,0,2025-09-07 00:29:38
2029,1999,0,0,2025-09-07 00:29:38
2033,1828,0,0,2025-09-07 00:29:38
2004,1666,0,0,2025-09-07 00:29:38
2026,1547,0,0,2025-09-07 00:29:38
2025,1472,0,0,2025-09-07 00:29:38
2028,1413,0,0,2025-09-07 00:29:38
2021,1370,0,0,2025-09-07 00:29:38
2046,1316,0,0,2025-09-07 00:29:38
2036,1307,0,0,2025-09-07 00:29:38
2035,1313,0,0,2025-09-07 00:29:38
2044,1311,0,0,2025-09-07 00:29:38
2005,1346,0,0,2025-09-07 00:29:38
2023,1364,0,0,2025-09-07 00:29:38
2022,1404,0,0,2025-09-07 00:29:38
2012,1428,0,0,2025-09-07 00:29:38
2023,1475,0,0,2025-09-07 00:29:38
2013,1505,0,0,2025-09-07 00:29:38
2012,1576,0,0,2025-09-07 00:29:38
2014,1614,0,0,2025-09-07 00:29:38
2023,1680,0,0,2025-09-07 00:29:38
2048,1729,0,0,2025-09-07 00:29:38
2040,1796,0,0,2025-09-07 00:29:38
2022,1837,0,0,2025-09-07 00:29:38
2003,1899,0,0,2025-09-07 00:29:38
1997,2335,0,0,2025-09-07 00:29:39
2016,2412,0,0,2025-09-07 00:29:39
2012,2439,0,0,2025-09-07 00:29:39
2032,2498,0,0,2025-09-07 00:29:39
2025,2517,0,0,2025-09-07 00:29:39
2017,2551,0,0,2025-09-07 00:29:39
2023,2590,0,0,2025-09-07 00:29:39
2015,2621,0,0,2025-09-07 00:29:39
2020,2660,0,0,2025-09-07 00:29:39
2022,2681,0,0,2025-09-07 00:29:39
2017,2702,0,0,2025-09-07 00:29:39
2013,2723,0,0,2025-09-07 00:29:39
2010,2758,0,0,2025-09-07 00:29:39
2011,2745,0,0,2025-09-07 00:29:39
2020,2761,0,0,2025-09-07 00:29:39
2018,2786,0,0,2025-09-07 00:29:39
2000,2787,0,0,2025-09-07 00:29:39
2041,2780,0,0,2025-09-07 00:29:39
2031,2786,0,0,2025-09-07 00:29:39
2006,2789,0,0,2025-09-07 00:29:39
2003,2796,0,0,2025-09-07 00:29:39
1997,2782,0,0,2025-09-07 00:29:39
2007,2790,0,0,2025-09-07 00:29:39
2004,2782,0,0,2025-09-07 00:29:39
2011,2767,0,0,2025-09-07 00:29:39
2031,2784,0,0,2025-09-07 00:29:39
2018,2770,0,0,2025-09-07 00:29:39
2039,2749,0,0,2025-09-07 00:29:39
2014,2757,0,0,2025-09-07 00:29:39
2035,2739,0,0,2025-09-07 00:29:39
2030,2743,0,0,2025-09-07 00:29:39
2057,2726,0,0,2025-09-07 00:29:39
2047,2699,0,0,2025-09-07 00:29:39
2021,2692,0,0,2025-09-07 00:29:39
2033,2681,0,0,2025-09-07 00:29:39
2008,2677,0,0,2025-09-07 00:29:39
2036,2663,0,0,2025-09-07 00:29:39
2008,2659,0,0,2025-09-07 00:29:39
2036,2629,0,0,2025-09-07 00:29:39
2026,2626,0,0,2025-09-07 00:29:39
2017,2608,0,0,2025-09-07 00:29:39
2021,2590,0,0,2025-09-07 00:29:39
2035,2584,0,0,2025-09-07 00:29:39
2021,2571,0,0,2025-09-07 00:29:39
2034,2572,0,0,2025-09-07 00:29:39
2006,2573,0,0,2025-09-07 00:29:39
2022,2516,0,0,2025-09-07 00:29:39
2012,2523,0,0,2025-09-07 00:29:39
2017,2521,0,0,2025-09-07 00:29:39
2027,2514,0,0,2025-09-07 00:29:39
2000,2499,0,0,2025-09-07 00:29:39
2016,2467,0,0,2025-09-07 00:29:39
2040,2452,0,0,2025-09-07 00:29:39
2030,2433,0,0,2025-09-07 00:29:39
2007,2427,0,0,2025-09-07 00:29:39
2021,2411,0,0,2025-09-07 00:29:39
2035,2403,39,0,2025-09-07 00:29:39
2039,2365,0,0,2025-09-07 00:29:39
2053,2380,0,0,2025-09-07 00:29:39
2033,2356,0,0,2025-09-07 00:29:39
2003,2345,0,0,2025-09-07 00:29:39
2042,2330,0,0,2025-09-07 00:29:39
2062,2291,0,0,2025-09-07 00:29:39
2054,2297,0,0,2025-09-07 00:29:39
2049,2270,0,0,2025-09-07 00:29:39
2030,2251,0,0,2025-09-07 00:29:39
2036,2240,0,0,2025-09-07 00:29:39
2045,2226,0,0,2025-09-07 00:29:39
2003,2204,0,0,2025-09-07 00:29:39
2043,2178,0,0,2025-09-07 00:29:39
2041,2166,0,0,2025-09-07 00:29:39
2044,2156,0,0,2025-09-07 00:29:39
2021,2148,0,0,2025-09-07 00:29:39
2018,2135,0,0,2025-09-07 00:29:39
2041,2107,0,0,2025-09-07 00:29:39
2045,2075,0,0,2025-09-07 00:29:39
2048,2070,0,0,2025-09-07 00:29:39
2011,2086,0,0,2025-09-07 00:29:39
2032,2053,0,0,2025-09-07 00:29:39
2030,2044,0,0,2025-09-07 00:29:39
1999,2040,0,0,2025-09-07 00:29:39
2037,2022,0,0,2025-09-07 00:29:39
2019,2009,0,0,2025-09-07 00:29:39
2011,1995,0,0,2025-09-07 00:29:39
2031,1988,0,0,2025-09-07 00:29:39
2070,1953,0,0,2025-09-07 00:29:39
2017,1965,0,0,2025-09-07 00:29:39
2051,1926,0,0,2025-09-07 00:29:39
2032,1936,0,0,2025-09-07 00:29:39
2039,1922,0,0,2025-09-07 00:29:39
2057,1904,0,0,2025-09-07 00:29:39
2025,1903,106,0,2025-09-07 00:29:39
2032,1865,0,0,2025-09-07 00:29:39
2031,1824,0,0,2025-09-07 00:29:39
2034,1813,0,0,2025-09-07 00:29:39
2034,1808,0,0,2025-09-07 00:29:39
2051,1797,0,0,2025-09-07 00:29:39
2013,1795,0,0,2025-09-07 00:29:39
2055,1780,0,0,2025-09-07 00:29:39
2054,1770,0,0,2025-09-07 00:29:39
2052,1757,0,0,2025-09-07 00:29:40
2064,1754,0,0,2025-09-07 00:29:40
2036,1769,0,0,2025-09-07 00:29:40
2038,1755,0,0,2025-09-07 00:29:40
2022,1775,0,0,2025-09-07 00:29:40
2054,1763,0,0,2025-09-07 00:29:40
2049,1769,0,0,2025-09-07 00:29:40
2051,1761,0,0,2025-09-07 00:29:40
2043,1807,0,0,2025-09-07 00:29:40
2048,1806,0,0,2025-09-07 00:29:40
2036,1839,0,0,2025-09-07 00:29:40
2014,1831,0,0,2025-09-07 00:29:40
2051,1827,0,0,2025-09-07 00:29:40
2028,1840,0,0,2025-09-07 00:29:40
2032,1820,0,0,2025-09-07 00:29:40
2038,1812,0,0,2025-09-07 00:29:40
2036,1817,0,0,2025-09-07 00:29:40
2027,1809,0,0,2025-09-07 00:29:40
2034,1806,0,0,2025-09-07 00:29:40
2048,1802,0,0,2025-09-07 00:29:40
2041,1799,0,0,2025-09-07 00:29:40
2029,1814,0,0,2025-09-07 00:29:40
2045,1822,0,0,2025-09-07 00:29:40
2037,1824,0,0,2025-09-07 00:29:40
2009,1845,0,0,2025-09-07 00:29:40
2056,1851,0,0,2025-09-07 00:29:40
2030,1840,0,0,2025-09-07 00:29:40
2030,1858,0,0,2025-09-07 00:29:40
2018,1868,0,0,2025-09-07 00:29:40
2040,1861,0,0,2025-09-07 00:29:40
2038,1877,0,0,2025-09-07 00:29:40
2032,1911,0,0,2025-09-07 00:29:40
2035,1890,0,0,2025-09-07 00:29:40
2075,1889,0,0,2025-09-07 00:29:40
2025,1896,0,0,2025-09-07 00:29:40
2042,1890,0,0,2025-09-07 00:29:40
2041,1881,0,0,2025-09-07 00:29:40
2034,1906,0,0,2025-09-07 00:29:40
2043,1922,0,0,2025-09-07 00:29:40
2039,1900,0,0,2025-09-07 00:29:40
2031,1918,0,0,2025-09-07 00:29:40
2022,1941,0,0,2025-09-07 00:29:40
2021,1954,0,0,2025-09-07 00:29:40
2037,1940,0,0,2025-09-07 00:29:40
2052,1933,0,0,2025-09-07 00:29:40
2038,1969,0,0,2025-09-07 00:29:40
2017,1986,782,0,2025-09-07 00:29:40
2050,1982,815,0,2025-09-07 00:29:40
2027,1982,584,0,2025-09-07 00:29:40
2038,1982,388,0,2025-09-07 00:29:40
2037,2025,90,0,2025-09-07 00:29:40
2033,1995,77,0,2025-09-07 00:29:40
2030,2015,410,0,2025-09-07 00:29:40
2007,2012,964,0,2025-09-07 00:29:40
2033,2042,1636,0,2025-09-07 00:29:40
2032,2045,1732,0,2025-09-07 00:29:40
2011,2068,2036,0,2025-09-07 00:29:40
2037,2034,962,0,2025-09-07 00:29:40
2028,2060,2148,0,2025-09-07 00:29:40
2008,2078,2320,0,2025-09-07 00:29:40
2037,2094,2304,0,2025-09-07 00:29:40
2026,2085,2194,0,2025-09-07 00:29:40
2062,2077,2109,0,2025-09-07 00:29:40
2044,2097,2108,0,2025-09-07 00:29:40
2032,2096,2231,0,2025-09-07 00:29:40
2030,2102,2324,0,2025-09-07 00:29:40
2021,2096,2319,0,2025-09-07 00:29:40
2025,2103,2179,0,2025-09-07 00:29:40
2032,2086,2095,0,2025-09-07 00:29:40
2032,2103,2177,0,2025-09-07 00:29:40
2006,2111,2289,0,2025-09-07 00:29:40
2017,2114,2354,0,2025-09-07 00:29:40
2033,2094,2370,0,2025-09-07 00:29:40
2035,2083,2272,0,2025-09-07 00:29:40
2025,2084,2062,0,2025-09-07 00:29:40
2027,2082,2000,0,2025-09-07 00:29:40
2023,2080,1935,0,2025-09-07 00:29:40
1994,2075,2020,0,2025-09-07 00:29:40
2023,2069,1970,0,2025-09-07 00:29:40
2009,2090,1824,0,2025-09-07 00:29:40
2016,2077,1764,0,2025-09-07 00:29:40
2023,2081,1655,0,2025-09-07 00:29:40
2019,2062,1702,0,2025-09-07 00:29:40
2019,2071,1832,0,2025-09-07 00:29:40
2028,2080,1877,0,2025-09-07 00:29:40
2006,2091,1793,0,2025-09-07 00:29:40
2035,2062,1843,0,2025-09-07 00:29:40
2029,2079,1740,0,2025-09-07 00:29:40
2012,2086,1458,0,2025-09-07 00:29:40
2034,2090,1482,0,2025-09-07 00:29:40
2019,2086,1394,0,2025-09-07 00:29:40
2034,2077,1297,0,2025-09-07 00:29:40
2037,2079,1106,0,2025-09-07 00:29:40
2038,2067,1219,0,2025-09-07 00:29:40
2014,2112,1161,0,2025-09-07 00:29:40
2028,2084,1083,0,2025-09-07 00:29:40
2029,2071,1182,0,2025-09-07 00:29:40
2046,2061,1143,0,2025-09-07 00:29:40
2041,2072,1181,0,2025-09-07 00:29:40
2034,2073,1051,0,2025-09-07 00:29:40
